"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"	"V117"	"V118"	"V119"	"V120"	"V121"	"V122"	"V123"	"V124"	"V125"	"V126"	"V127"	"V128"	"V129"	"V130"	"V131"	"V132"	"V133"	"V134"	"V135"	"V136"	"V137"	"V138"	"V139"	"V140"	"V141"	"V142"	"V143"	"V144"	"V145"	"V146"	"V147"	"V148"	"V149"	"V150"	"V151"	"V152"	"V153"	"V154"	"V155"	"V156"	"V157"	"V158"	"V159"
"Aca_lat_b___Aca_lat_c___Aca_lat_d__+1___reversed_"	-0.625692021654145	-0.00513721006599188	0.0433509060492508	-0.0465604022271499	0.0505760070575136	-0.0433866763155956	-0.131507141592711	0.0214319357988847	-0.0578056519687828	0.0833319258001701	-0.0615290444587665	0.000440551967894698	-0.0306669073582204	0.0629376761398262	-0.0469585464971117	0.0111604729123221	-0.0283086890754533	0.0339511985223212	-0.0192622683037812	0.0625634033718205	-0.0262614048713166	0.0695848001291814	-0.00674048865422153	0.0305490644589907	-0.0206219705556499	0.00743177597916486	-0.0491146648569683	0.0311629424827252	-0.112464294627277	0.00313266296659855	-0.0214350040635075	0.0513788315807169	-0.0328557447646345	0.0322551175869598	-0.053842872914838	0.0166374139121193	0.0417734363648418	-0.0278236884357512	0.0752391947907338	-0.0164635104918242	-0.00381632842692618	-0.0217094997912506	0.0592004484451146	-0.0103159950979805	-0.0312514003785608	0.0204503968975507	0.0435245003959111	-0.0821653305986833	-0.00934755797592001	0.00480970083966203	0.0495335466734026	0.0493370482806055	-0.0171517389695724	-0.0433441467896181	8.36863551958889e-05	0.0616570745012799	-0.022330429435545	-0.032141867909423	-0.00382424808363026	-0.00146781070147945	0.0493159414128508	0.0558027749921493	0.0161805186602358	0.0770149040491772	-0.0180717561407443	-0.064246828142894	0.0121336222313319	0.0710506107287464	0.0244410323094942	-0.0749440516648745	-0.0456256638885195	-0.0221424261286952	-0.0201482793424187	0.0692493184241349	0.0208458783862312	0.0228122593411009	-0.0272797281993912	-0.0203233352957964	-0.0317335571835177	-0.0303296400022562	-0.0015007265316855	0.0336682230596376	0.0302250187933838	0.0303196336054192	-0.0643847137455366	-0.0956497753420483	-0.0781903832003015	0.129355276785617	0.0162998227	0.00321622306562592	0.0207757961425204	0.00834113731833444	0.0089880770967623	0.00685143827648605	0.00386003754888476	-0.0464949966819154	-0.0509204322677683	-0.0542811651257326	-0.0407226385265535	0.0672804308531682	0.0147097982294533	0.0849305170177946	-0.0577622360903171	-0.0134883993228692	-0.0248560311572456	-0.00031479919219033	-0.060624661011063	0.0100061613800922	0.0354773406910329	0.0171145488914045	0.0174259287993684	0.0403836350958605	-0.0202689333260534	-0.0497847058011637	-0.0849771313313126	0.00834504562403531	0.068689387371421	0.0220495413792888	0.0518778522593	-0.0215425477448083	-0.0396006676595884	-0.0686727610939966	-0.0621867200429408	0.00953355028066707	0.0132106816552696	0.00884906587561666	0.0249461169605095	0.0382089635537989	0.0179524532170046	-0.0820926647957383	-0.00699716730746736	-0.0815494177093933	0.0509408879640179	0.0116964696197172	0.02353737546787	0.00894832608929173	-0.0290354176809297	-0.0422676925476288	-0.0016667507598321	0.0669790222536183	0.00127945309297337	0.00403831057805428	0.0331276363688475	-0.0300700516373412	-0.00830677689435967	-0.0377789965833059	0.0480814452501215	-0.0102839209304051	-0.0116891993845282	-0.0209015781698405	0.0484099456024739	-0.0144997206961602	0.0139862616575558	-0.0195670951166445	0.00462376002518722	-0.00540308777272621	0.0121272277822752	-0.007613744296417	0.0137748012895727
"Aca_lat_f___Aca_lat_g___Aca_lat_h__reversed_"	-0.627077920637779	0.00951579842534064	-0.0124343534348803	-0.0612236570495096	0.0791663429236041	-0.0673276449833178	-0.167480141460307	-0.0342676327009766	-0.0414698630339983	0.0783982611035929	-0.0341678693704689	0.0432700020049721	-0.00108913150204069	0.0437331456378131	-0.059191506240902	-0.0143885599077373	0.00216122350383535	-0.00578888824689955	-0.0106296883029207	0.0167688118241622	-0.0210960885673691	-0.0349749102658525	-0.00549378958343004	-0.000502986475563848	-0.0147540833922236	0.0403149866905089	-0.0342527709483398	-0.00199364201408733	-0.0182866495695294	0.0038793335809554	0.0467988081100849	0.000302822040375332	0.00500847943891796	0.00974478986383928	-0.0261531241964873	0.0233944391482197	0.00684364875457284	0.0182032502834829	0.0440615414562951	-0.0172483668650922	0.0297470462938626	-0.0169644973669854	0.00113300150384432	0.025903612506586	-0.0304966874008764	-0.000932733603589963	0.0582042656934759	-0.0889573300746571	0.0390167779037795	0.00404832660645745	-0.0356090631045001	0.0139511460208976	-0.019665277792916	-0.0789480401544272	0.0380749232071908	0.0278480435745081	0.0111824003009281	-0.0429116018350994	0.00303696647146309	0.0293985010169372	0.00977900180342354	-0.00744679907881199	-0.0145779281466621	0.00820928581587138	0.0219530775322797	0.0391429878470249	0.0059525018267104	0.0170713943613346	0.0078086567908796	0.000910768226554165	-0.0355612866545431	-0.0221043647980465	-0.0193681540039813	-0.0352305693969876	0.0368305335970389	0.0291756004419882	0.080013132609109	0.0241081349095664	-0.0816282912626646	0.0379277008352958	-0.0233714760651328	0.0379126306909656	0.0233593882313963	-0.0401274917372395	-0.0597950483273038	-0.0196016088031432	-0.0156754918569649	0.0853788447260737	0.0183279491225865	0.0102366768705766	0.0674850782760005	0.00258550302962703	-0.0592667407631245	0.0548163627451288	0.0289531909314268	0.0465598149161812	-0.0205639082842319	0.0118443142264394	-0.036525045659412	0.0338373105063174	-0.0111824647140189	-0.0305679060769102	-0.02170811037506	0.000838434931013998	0.0254145216937394	-0.00933430561789748	-0.037065819883947	0.055852810445352	0.0283720346987685	-0.000902255654860787	-0.00618524460314593	-0.024034609005312	-0.0399434525479404	-0.0444297462747172	-0.0102700621333327	-0.0356309800063855	-0.0438384582555489	-0.0323928941367682	0.044508004304902	0.0110414963945451	0.0466364619002422	0.0760114491043017	0.0740103814550742	0.0520185177426168	-0.0643314290485531	0.0102936408623486	-0.0548612777436977	0.0247456901358437	-0.00161380428239915	0.0312560079810558	-0.0396205856253986	0.0885230715641938	-0.0461117953820486	0.0488417384640035	-0.0664420954052685	-0.00973673720409342	0.0683245911028719	0.0656753637385744	-0.0116293784163012	-0.0457942358016012	0.0113867839291987	-0.0445571353182643	0.0194718405122171	0.0283922851894334	0.0839243628338771	0.0651229886473971	0.0187842105917793	0.046130773757356	0.045855102190226	-0.00739212876774823	-0.0697722351105144	-0.0440362952496236	0.0386950770222656	0.0127334220460908	-0.00633907348498855	-0.000492888133091757	0.0196096340984641	-0.0869654228667395	0.00651987948680188
"Aca_lat_i___Aca_lat_j___Aca_lat_k__+1_"	-0.569832921425848	0.0248088218974014	0.0127982301145771	0.00642913021292344	0.139192794211064	-0.103621611073414	-0.199884639049512	-0.0994424710521449	-0.116658885219074	0.0992652411505449	-0.0510484652809393	0.0318130123872011	0.0348100232555263	0.0462620759705298	0.0143934392959362	-0.169545544074065	-0.0946026361088387	-0.0870095182127791	-0.0211805396803336	-0.0165414081241169	0.0610070577269004	-0.0234443741255589	0.0642024601994514	-0.0405835911432843	-0.00151446738684192	-0.0633192902922124	0.133130114281812	0.0235527523260682	0.084368015787491	-0.0577517129732656	0.000990330387588496	-0.0854485498514054	0.0827220027634002	-0.0305804097924863	-0.00316697681814903	-0.114362507696661	-0.0163051761375892	0.207956619747917	-0.177569320323374	-0.0574231913793344	-0.0212620062695049	0.0479938480978562	-0.0388471982496244	-0.02063931804469	0.102610686864952	-0.026245223658156	0.0569846086694377	-0.0414445959832513	0.0887505733879342	0.00774615539996253	0.100149776906105	0.0500838684856664	0.0436148107828622	0.130591819563101	0.0647284838268499	0.0375616610416388	0.0489527516833939	-0.0596567928662175	0.00256089345249897	0.0395436253932308	0.0711642986566261	0.0874576571651898	0.00988973815828987	-0.0509331476200356	-0.0230986233471913	-0.0552888945238819	-0.0252212608200693	-0.0119020581437138	0.0500248295865529	0.0357481300234783	-0.0408833108826117	-0.0183886022931038	0.00338729135743239	0.000577699573003742	-0.0433149714809178	-0.00115543845525207	-0.0562180832578453	-0.0181493119489751	-0.0405911165486692	0.0445093952416393	-0.0151503153043371	0.0511596068082631	0.021753267197645	-0.00480201762095257	0.0224095269068954	-0.000617940114924116	-0.00136221756433602	0.0077500616285192	0.017159888181317	0.0521903836401675	0.00973190701553456	-0.0357323744412777	0.0250167700066631	0.035755058129436	-0.0593184979628028	-0.0480561453647101	0.00343232648212576	0.0018340862686731	0.0328519671364345	0.00795757583948986	0.0162751407333047	-0.0277381124504486	0.0267493632336745	-0.00910942113095745	-0.00548860115173886	-0.043398486273629	-0.0122273594458616	-0.0433846183961478	-0.00704176542044576	-0.02042050818408	0.0268538814847326	0.0229698465777513	0.0276815982294918	-0.0335352773720881	0.0424442860366866	-0.0274913200434262	-0.00071752876447459	0.060347939357378	0.022246547995182	0.00853671733575641	0.00677313874730565	-0.00445808249877406	0.00583189741274702	-0.0216350464945435	0.0140503793052243	0.0156938230270295	0.010764771213846	0.0126002670918039	0.00335353081520812	0.000717046528772178	0.0251042126321703	0.000588667586719862	0.0261068477066294	0.00854802670468388	-0.00995077117185994	0.020438197901812	0.00840432639725127	0.0059858485473014	-0.00211651623797715	0.00115707882639908	-0.0203909307116926	0.0061550760188797	-0.00694681563006833	-0.0170190528008155	0.0221917979071093	-0.01353624182838	0.0171742781297481	0.00300253257249804	-0.003408109251073	0.000806143393136042	-0.000775266054234144	0.00111363552866426	-0.0124595130143987	-0.00461135702810433	-0.0126644167789541	-0.00444727839614644	0.00767541929103456	0.00843934945882708	-0.000345240063616026
"Aca_lat_n___Aca_lat_o___Aca_lat_p__+1_"	-0.601796083421472	0.0469461148619774	0.0564071311440102	-0.0307914430788493	0.0870986099357544	-0.04705329969492	-0.140747973380676	-0.0290601930708827	-0.00693884757263482	0.0805420039082065	-0.0560032806821835	0.0141869419360159	-0.0328522312020337	0.0122639302120534	-0.0517894171825833	-0.0272315103042408	-0.0155719296175315	-0.0213572795624829	-0.0176770531139666	0.0342428529199496	-0.057899097606	-0.00693127531980609	-0.0827482505102539	-0.0368808672016196	-0.0056838784406693	0.0228073473295896	-0.0596459110148637	0.0157913780812586	0.0264312169993721	0.00214601941758491	0.101330417943091	0.0290911390184957	0.012255191300873	0.0117486650119798	-0.0240710619367822	-0.00683761807260111	0.0247193191546746	-0.0183738423457723	-0.0183287461152992	-0.0422939085814694	-0.00368172352927718	0.0279970929608072	0.0250913536904355	-0.0011969401217277	-0.0423711844819649	0.0415235479669067	0.0365907720847243	0.0211222830286088	0.00737428510890865	-0.0440569952207221	0.0332621998651126	-0.00375288807690468	-0.00644725058117139	-0.00189530096444136	-0.00313113681574721	-0.00198495448168195	0.0174413167600723	0.0342274257861848	-0.0151590494664632	-0.000169725136216414	-0.0227132366044142	-0.0196974960305715	-0.00301137213834479	-0.00635511308299777	0.00629335609769144	-0.0111882325784945	0.00979243258176026	-0.00789806816086079	-0.00559612557474295	-0.0233549605616669	-0.0238937065935879	-0.0221038972992156	-0.0104402845424853	0.00880947101992871	0.00479137895881272	0.0105382748575233	0.0153729982185811	0.0359674077308392	0.0413448183893784	0.0285442731779077	0.0130442564011571	-0.00632174836764586	0.0218906036108542	0.0302982765156675	0.0199247581243737	0.0385290751153351	-0.0246912288687	-0.0284456710630405	0.0180972948916191	-0.00963791362157262	0.025234981894222	0.00445412093717299	-0.00244289288782897	-0.00621830711785652	0.0135426549098718	0.0261587927183984	-0.0121543052580462	-0.0309436231852739	-0.0136016815415367	-0.0273438353635649	-0.00888205866198786	-0.0143248792112529	-0.0516519933613496	0.0464118944646439	0.0604994028980077	0.0412529488151226	-0.00846436790455126	-0.0336070823236307	-0.0213486889318221	0.0415065744436055	0.0307535150073232	-0.0108263967088406	0.00450626500170891	-0.0173523404713612	-0.012784679385641	0.00412102281079986	0.00824032248510032	-0.056273383234965	-0.0346197312720355	0.00576245871357375	0.000581742618896862	0.0217749809958509	-0.0263824644303182	0.048444973981245	-0.0105636960535667	-0.0572165370097669	0.0411889574747882	0.00286547532590815	-0.0227222689776178	0.0198264504155452	-0.057795785778216	0.0130252020611718	-0.0319695708692442	0.0263863512838705	-0.0447345129135336	0.0348564551844387	0.00944899383059374	0.0203949405167459	-0.0174574358854106	0.00650903187015561	0.0120059564467016	-0.0206986853683863	-0.0233447784669279	-0.0339269448083175	0.0710308620971261	-0.0775742821220768	-0.0387161707613138	-0.139654449249479	-0.0144418527011782	0.118512660413108	0.00283166773465705	-0.00268246229989955	-0.0406753075515255	0.0514341984020835	-0.0145603918735774	0.00438023757914965	0.118814145998881	0.137332919836875	0.00508057607356385
"Aca_lat_r___Aca_lat_s___Aca_lat_t__reversed_"	-0.622794366805675	0.0382571348499104	0.0359476038381789	-0.004991625681027	0.108043476517531	-0.00822109423228325	-0.155336965573563	-0.0605965509575113	-0.0662478955395885	0.0750854748723551	-0.0712450834330267	-0.0210526036507362	-0.09947167554661	0.0347468488578718	-0.0477570812215525	-0.0262658035887141	0.00771130564123372	-0.0491349182972703	-0.0314021277357782	0.0620814329827569	-0.0650466093154387	0.0428516113132451	-0.142957525501221	-0.0491495524995056	-0.0215938242467774	0.0228190526987801	-0.0761236914805558	-0.00591518271248562	0.0461534958993589	0.0246598395388028	0.0998670346172263	0.0544258848459944	0.00640657276340156	0.0161978065856457	0.0140612461480214	-0.0403521404889186	0.0322599805286541	-0.0687482297321101	0.0469548499047013	-0.00535972806916689	0.00507265392944006	-0.0107532527715096	0.0471804915532692	-0.0502568276415315	-0.0259475331877615	0.0815292720846805	0.0480983289997041	-0.0369123116475395	0.0468398705530162	-0.0546323262141133	0.0841316579617246	-0.00360469090728364	0.0200749522940122	-0.028300515844309	-0.0224329526398375	0.0388630565933265	0.106787924912129	0.110666644155516	-0.108285496446857	-0.0551194657888787	-0.0377864087407285	0.0279037923566285	0.0367507588423515	-0.0632605928845094	-0.0206631911556318	0.0319262438510148	-0.103937316926711	0.133116386501626	0.0110548250406483	-0.060300079014622	0.0281952818623359	-0.0123948438368279	-0.00338902620094601	-0.00223697168075651	-0.00240349403928323	0.0247859354535704	0.0599579359737811	0.0240160347244247	0.0012524834375418	-0.0136052017726991	-0.0594560197517367	0.0150970391886965	0.0299063846406246	0.0135837057172203	-0.0845747854985411	0.0739567595661434	0.069984177156207	-0.133055574984712	-0.0750979481836809	-0.0499431257710175	-0.0147184216722444	-0.0297461654812906	0.0174614050859065	-0.0577924811849799	-0.00268463491079304	-0.0298464284828087	0.0332870976856076	0.00452979829679636	0.0231018154551181	-0.012292420068576	-0.0100474052162929	0.000628744724496481	0.0461784407533321	0.0184610226997695	-0.0207115784938607	-0.0482194884300938	0.0190849927692154	-0.0140124003076898	-0.0404373509173159	0.0220818394602713	-0.0520480535380684	0.00816142326721097	0.0790833518886448	-0.00436135564374758	-0.0140556665698731	-0.0369909084434555	-0.0348282030899407	0.025676928142751	0.00254727674454093	-0.0207935400327392	0.0271451511532341	-0.0121099486657393	-0.0198620498579315	-0.00711037557668405	0.0112441774155012	0.0344595235119346	0.011602845302992	0.0201075171652353	-0.0154274217723874	0.0223478315351296	0.0479485546486038	-0.0308706248026044	0.0058924896207789	-0.0421218496856131	-0.0206673118139635	0.014358013699512	0.0210941160927176	-0.00189136247258886	0.0257843648763102	-0.00540913819799447	0.0112586507905737	0.0191492202367217	0.00737326917261923	0.047901864631532	-0.0399446424303718	0.000163304759472316	0.0227280573359722	0.0497951296054281	-0.0139621371052877	-0.0214095044836377	0.00437357460221876	0.00124986116305054	0.0229848494669587	-0.00144998293269352	-0.00157746815781182	-0.00273449037732821	-0.0104197735568181	-0.0320781880457683	0.00499604087366965
"Ana_tes_b___Ana_tes_c___Ana_tes_d__+1_"	-0.628801582144118	-0.0396646215570822	0.225926818941402	0.0624564306839648	-0.294336628129865	0.220918269295733	-0.0935063921953987	-0.00704556078503384	-0.0751257647254151	-0.114114878102476	-0.0571431738175875	-0.0418280452377619	-0.198196397567089	0.0597299242027721	0.135001648424415	0.126014805948349	0.0753036149512556	0.0345582564066398	0.00933118868180501	-0.199045467822103	0.0478012720353117	0.0262587314597995	-0.00937838324336683	0.0465192338165318	0.0759203253838355	0.0589545245199431	-0.0297710813383205	-0.0906666379789445	-0.0239509504332582	0.107250161006126	0.0384382195917205	-0.0585170793475315	0.0288135696791321	0.0177372448623725	-0.0645383693422119	0.105533582939841	0.0186528252683805	-0.0158571757383246	-0.0828342946386666	-0.0596565237055897	-0.0813357826885209	0.00832240244011201	-0.0713057851769183	-0.157035092942069	0.00691193087127514	0.0060803015009343	-0.0170857348559281	0.000156170786260331	0.0606583765411958	0.0868595658197357	0.0794762409695911	-0.100396283815461	-0.0413965216068992	-0.0452524019173799	0.0888516964145801	0.00938765601949753	-0.000632596416175297	-0.0489421998165499	0.0437465022435262	0.0731796477450728	0.0450800118523392	0.00122225825693153	0.0280911785632881	-0.0549080899634636	0.0367456593199119	-0.0579698556395102	0.0150173841988623	0.0467564034123099	-0.0224939561985671	-0.0119948135830098	0.0244422928522193	-0.046613662365692	0.0448081492598036	0.0464297524682321	-0.0165764218396008	0.0695227259936517	0.0293618831715903	-0.040342864763852	0.0457846014816826	-0.0313580362533578	0.0132399559881763	0.0156299786855823	0.00968140158915717	0.0291510202319813	0.00401753335056794	0.0160707627785606	-0.0489752688124056	-0.0193354640407467	-0.0134774739011472	-0.0448276822576777	0.00420468065428122	-0.0222200440107682	-0.0568598129340444	-0.0038655383745855	-0.0169529057320385	0.00931199426771515	-0.0194350759990446	0.0105589152899363	-0.017087043750197	-0.00960942475084386	0.00639901494999016	0.00382285780739763	-0.000124674693125376	0.0176885140461441	-0.034054610119949	0.00338198960781242	-0.0190328789746961	0.015567433938537	0.0481167424520985	-0.0274200916552916	0.0145564199897473	0.0417888471923727	0.0177571389998742	0.00277979863076894	0.0271039901840959	-0.0397520081767358	-0.0285110076418741	0.0261855932281469	0.0128038729159538	-0.00822237797822954	-0.0244078013846778	-0.0138820456628486	0.009866878405925	0.00796338380119094	0.00195677990368316	-0.0124322823622248	0.0412309465480328	0.0101465479963874	-0.0154257938750007	-0.00152822984590617	-0.00423975736505437	0.00740510077938423	0.00872882042339528	-0.0054548156876925	0.000169749114611322	-0.0262884745607802	-0.0184379177661087	0.0544019614298874	0.012345906049961	-0.0180269562956551	-0.0130088364629353	0.0071278735501122	-0.0167834930543783	-0.0122956447000399	0.00797682769738413	0.00304910371751506	-0.0216942398372785	0.0100486530109924	-0.0221021822129754	0.00500735953874749	-0.0246705098934815	-0.0114042054739064	0.0199124807220075	0.0239468447951603	-0.0126418087719624	-0.00994938321752952	0.00260749177708168	0.00868514827285613	0.0226246551693423
"Ano_fim_a___Ano_fim_b___Ano_fim_c__reversed_"	-0.618374853914623	-0.0985828011352037	-0.0038170728127062	0.00708270360990117	-0.0267540068153991	0.02134013049119	-0.059805164202766	0.0944778155609255	-0.0361803654498267	-0.020318438513673	0.0410691610580997	-0.0355509900928035	0.0069863951803411	-0.0555404558568527	0.0213380408456495	-0.070615841413135	0.14186881399333	0.0566613021705257	-0.0114233383449165	-0.0321173362094323	0.110077169104596	-0.136960847316727	-0.00225166586699623	-0.060236750365606	-0.00502817010972295	-0.004865786628896	0.00180985897219815	0.0163369851186134	-0.0241562851999981	0.0117694776039874	-0.0207657508779033	-0.0477802558338747	-0.0570794919505451	0.04094454405862	-0.0293771554381704	0.0148320290998749	0.023185098892875	0.02803444231383	0.00705876234214836	0.000216126804263945	0.0518805874187501	0.0599854907938529	0.0313814888667974	0.045681777403017	0.0152884666429593	-0.0117046280523547	-0.0567806333566085	-0.0470229316162391	0.0082910714160514	0.00486105849916338	0.0213875090958753	0.0584564049001141	0.0191664184819604	0.0134927163024126	-0.0150075234060159	0.00909631600084873	-0.00712444513261631	-0.0320906745559072	-0.00926024946642014	0.00346034835071056	-0.074759037423082	-0.0190913489259608	0.0898634817768323	-0.0248404402121085	0.00728151509486799	-0.0178179361097937	-0.110185416016842	0.000649228169044618	0.0198914532244091	0.0174214756125496	-0.00120896667964126	0.0518651711309363	0.0688500011112016	0.0133501858818252	0.0305348304869564	-0.0737630521155818	-0.00515907199401177	-0.0680310551159582	-0.00786305348469576	0.0353130170438947	0.0189085398907948	0.0535477956217889	0.0417845503501388	0.0918011337382715	0.0326455551131817	0.0378822472733041	0.0301536460961392	0.00362076776362158	-0.0577184357878685	0.00502328132684346	-0.0252548816046765	-0.0559397536123719	-0.00906416774219688	0.0590565562883175	0.025966142640401	-0.00869147640018591	-0.0627570463190755	-0.0086260197039184	-0.0433054266176825	-0.000593326867861609	0.0090193135253661	-0.00801552389597033	-0.0916551649457427	0.00109306130000224	0.028038960870173	-0.0233323124422142	-0.00584074221318616	0.0166938412513209	-0.0183067320921059	0.0121378883065197	-0.00997000171565228	0.0154825976962589	-0.0208697769911698	-0.00595735501802681	-0.0521239841376354	0.0366470727505461	0.0197694588582683	-0.0103058246555751	0.019244218963381	0.03490754817997	0.0489412050678645	-0.107277422921713	0.0329656678786876	0.0518022456239243	-0.0243294498413357	-0.0170632111289552	-0.00465652167900726	0.033529633104848	-0.0389290496232313	0.0560535470572524	0.0150518047712273	-0.0115172430148151	-0.0878590866236521	-0.0186407630654863	0.0248824090479947	-0.0883575537987096	0.034015952369397	-0.011259868306141	0.00849823616907878	-0.0154485853377291	-0.0021185899005571	0.0852927717568611	-0.0302215667401084	0.00915987149367185	-0.0575688281805834	-0.0202736646501975	0.0197501903578556	-0.0767848122566619	0.0352590541909341	-0.0210936134135131	-0.0385436952301786	0.0369553050254121	0.0202232968605763	0.0300781041433402	0.039123074543237	-0.0377323017076862	-0.00522512919386283	-0.015970492194476	-0.0189656274817119
"Ano_fim_e___Ano_fim_f___Ano_fim_g__+1___reversed_"	-0.624603819050921	-0.0970428311266084	-0.0591181558339815	-0.0367021591448029	-0.0240486423912592	0.00656464613138817	-0.0393467187862141	0.0604605008489711	-0.00537126157080705	-0.0265116125826592	0.0616581663521587	-0.0247840292775278	0.0113404271982079	-0.0585414953141895	0.023864450416128	-0.0737667561955472	0.131596948264761	0.0748252378523011	-0.0138629443595513	-0.0111744642979451	0.075256670338206	-0.155801567367257	-0.0334180542621859	-0.0421221996642123	-0.00556188972198956	-0.0147978419325288	0.0340870783926245	-0.0125287039378291	-0.0220347881827226	0.00557237602740867	-0.0484730902379466	0.0192140838164166	-0.0663162765909321	0.049540436384521	-0.0716822642105752	0.00428754773760189	-0.00505428426812494	0.0184396231481161	0.0319533139359385	-0.0416962121657767	0.0606538704774639	0.0423699427312193	0.0336305959304566	0.0286697187475529	0.024233747337422	0.0130369720861082	-0.0689619612082284	0.0197120754329248	0.0334155955311796	-0.0123978362125848	-0.00703811759865502	0.00521096576121883	0.00889223311925058	-0.0143989070759589	-0.0101889809177732	0.0415396126217557	-0.0128255713377575	0.00847686877365247	-0.0416333692744623	0.0140900772960506	-0.0529530898339987	-0.0388851848230492	0.0583650461287569	-0.0450729060615631	0.0095919388081653	0.00645324027888391	-0.0464622143990132	0.0104885117751926	-0.0321299485132008	0.0295191583441353	-0.0234773932162729	-0.036522928940286	0.0663598473492399	0.0130517288585808	0.0375293003618399	-0.0380474937772945	-0.0151478023469903	-0.0273383664676545	-0.0262477563570646	0.0352592408880478	-0.00172353478041774	-0.0182749891852122	0.00168327446998743	0.0254954087267751	0.0241975185972766	0.00674712980925541	0.0371474097009962	0.00624643856278042	-0.00343172213387623	-0.0191056063040418	-0.00126900617561818	0.0055167815346894	-0.0630401753422846	0.0243900652930719	0.0212969880917405	-0.00178818530879389	-0.0655597007720893	0.0410853333312624	0.0511580916502457	-0.0361909095818185	-0.0106561465141392	0.0791765123753858	-0.0565205845064687	0.0450577788434432	-0.0308075614062948	0.0302351033320503	0.0124131698857555	0.050367033466404	0.0313108237069559	0.00970062550019249	-0.0169485739697752	-0.01323343116709	0.0654876200656078	-0.000589096584235934	0.0119989687409796	-0.00234065295169093	0.0334425697248072	0.0383953651596403	0.0133207655948292	0.01860789087366	0.0638587475629382	-3.78351457357511e-05	-0.00704001482213487	-0.0586318158360464	-0.0291211578248444	0.0117812359236677	-0.00748764345770022	-0.0921097875544148	0.0504191459698575	-0.00472630451789115	0.0218041269042505	-0.0674712837519566	0.0698258878703793	0.059557205980502	-0.0467905396376224	0.0789091000381953	-0.0116354831240643	0.0452179256810325	-0.00491185743354526	-0.0204594430416501	-0.0121061027019719	-0.0940296624951395	0.0692697627306419	0.00690544668335207	0.0564736397374505	-0.00469913127934007	-0.025698024433638	0.0918620243098074	-0.0406631886893599	0.025781614107609	0.0410425429740009	-0.000446972584856721	-0.0546456611228899	-0.0526152967211931	-0.0320876741815877	0.0272923553819894	0.0101409778811693	0.0386775133622364	0.0207204547057754
