Pterois-lunulata
Pterois-volitans
Pterois-antennata
Dendrochirus-zebra
Pterois-lunulata
Pterois-volitans
Pterois-antennata
Sebastes-umbrosus
Dendrochirus-zebra
Sebastiscus-marmoratus
Sebastiscus-marmoratus
Sebastes-umbrosus
Sebastapistes-strongia
Sebastapistes-strongia
Sebastes-umbrosus
Scorpaenopsis-oxycephala
Scorpaenopsis-oxycephala
Scorpaena-plumieri
Siniperca-chuatsi
Siniperca-chuatsi
Hypodytes-rubripinnis
Sander-lucioperca
Synanceia-verrucosa
Synanceia-verrucosa
Synanceia-horrida
Inimicus-japonicus
Scatophagus-argus
Scatophagus-argus
Siganus-virgatus
Siganus-virgatus
Scorpaena-plumieri
Siganus-fuscescens
Siganus-fuscescens
Thunnus-albacares
Thunnus-albacares
Thunnus-albacares
Thunnus-albacares
Thunnus-albacares
Thunnus-albacares
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-albacares
Thunnus-albacares
Micropterus-salmoides
Micropterus-salmoides
Thunnus-albacares
Thunnus-albacares
Dicentrarchus-labrax
Morone-saxatilis
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-albacares
Thunnus-albacares
Micropterus-dolomieu
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-maccoyii
Thunnus-albacares
Thunnus-albacares
Siniperca-chuatsi
Larimichthys-crocea
Thunnus-maccoyii
Thunnus-maccoyii
Argyrosomus-regius
Argyrosomus-regius
Argyrosomus-regius
Argyrosomus-regius
Sander-lucioperca
Lateolabrax-maculatus
Scatophagus-argus
Argyrosomus-regius
Anoplopoma-fimbria
Micropterus-dolomieu
Perca-flavescens
Micropterus-salmoides
Perca-fluviatilis
Thunnus-maccoyii
Thunnus-maccoyii
Sebastes-umbrosus
Perca-fluviatilis
Sebastes-umbrosus
Sebastes-umbrosus
Sebastes-umbrosus
Thunnus-maccoyii
Thunnus-maccoyii
Etheostoma-cragini
Etheostoma-cragini
Scatophagus-argus
Lateolabrax-maculatus
Sander-lucioperca
Sparus-aurata
Sparus-aurata
Perca-flavescens
Sparus-aurata
Sparus-aurata
Plectropomus-leopardus
Scomber-japonicus
Siniperca-chuatsi
Scatophagus-argus
Scatophagus-argus
Sander-lucioperca
Sander-lucioperca
Plectropomus-leopardus
Pholis-gunnellus
Epinephelus-lanceolatus
Gymnodraco-acuticeps
Gymnodraco-acuticeps
Gymnodraco-acuticeps
Scatophagus-argus
Lates-calcarifer
Thunnus-albacares
Thunnus-albacares
Scomber-japonicus
Siniperca-chuatsi
Sparus-aurata
Sparus-aurata
Sparus-aurata
Sparus-aurata
Scomber-japonicus
Perca-flavescens
Trematomus-bernacchii
Scomber-japonicus
Notothenia-rossii
Anarrhichthys-ocellatus
Triplophysa-dalaica
Sparus-aurata
Sparus-aurata
Perca-fluviatilis
Centropristis-striata
Scomber-japonicus
Plectropomus-leopardus
Notothenia-rossii
Seriola-dumerili
Scomber-japonicus
Gymnodraco-acuticeps
Pseudochaenichthys-georgianus
Pseudochaenichthys-georgianus
Sparus-aurata
Sparus-aurata
Sparus-aurata
Gymnodraco-acuticeps
Pseudochaenichthys-georgianus
Pseudochaenichthys-georgianus
Scatophagus-argus
Inimicus-japonicus
Scatophagus-argus
Lateolabrax-maculatus
Pholis-gunnellus
Epinephelus-lanceolatus
Epinephelus-lanceolatus
Sander-lucioperca
Sander-lucioperca
Notothenia-rossii
Larimichthys-crocea
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-moara
Epinephelus-moara
Scomber-japonicus
Scomber-japonicus
Scomber-japonicus
Dicentrarchus-labrax
Trematomus-bernacchii
Etheostoma-spectabile
Notothenia-rossii
Ammodytes-marinus
Trematomus-bernacchii
Epinephelus-moara
Sander-lucioperca
Sander-lucioperca
Sander-lucioperca
Synanceia-horrida
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
Epinephelus-fuscoguttatus
